地名,センター,燃やせるごみ・スプレー缶,枝・葉・草,燃やせないごみ,容器プラ,雑がみ,びん・缶・ペット
中央区(1) 南4条西7丁目・8丁目（南4条通の南側のみ）,札幌センター1,月 木,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,金,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,火
中央区(1) 南5条～8条の西7丁目・8丁目（南7条西8丁目1024番地を除く）,札幌センター1,月 木,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,金,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,火
中央区(1) 南9条西4丁目～6丁目（南9条通の南側のみ）,札幌センター1,月 木,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,金,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,火
中央区(1) 南9条西7丁目～12丁目,札幌センター1,月 木,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,金,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,火
中央区(1) 南10条～13条の西5丁目～12丁目,札幌センター1,月 木,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,金,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,火
中央区(1) 南14条西5丁目,札幌センター1,月 木,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,金,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,火
中央区(1) 南14条西6丁目～12丁目（行啓通の北側のみ）,札幌センター1,月 木,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,金,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,火
中央区(2) 南14条西6丁目～12丁目（行啓通の南側のみ）,札幌センター1,月 木,20230919 20231017 20231114 20240507 20240604 20240702 20240730 20240827 20240924,20230905 20231003 20231031 20231128 20231226 20240130 20240227 20240326 20240423 20240521 20240618 20240716 20240813 20240910,水,20230912 20230926 20231010 20231024 20231107 20231121 20231205 20231219 20240109 20240123 20240206 20240220 20240305 20240319 20240402 20240416 20240430 20240514 20240528 20240611 20240625 20240709 20240723 20240806 20240820 20240903 20240917,金
中央区(2) 南15条西4丁目～12丁目,札幌センター1,月 木,20230919 20231017 20231114 20240507 20240604 20240702 20240730 20240827 20240924,20230905 20231003 20231031 20231128 20231226 20240130 20240227 20240326 20240423 20240521 20240618 20240716 20240813 20240910,水,20230912 20230926 20231010 20231024 20231107 20231121 20231205 20231219 20240109 20240123 20240206 20240220 20240305 20240319 20240402 20240416 20240430 20240514 20240528 20240611 20240625 20240709 20240723 20240806 20240820 20240903 20240917,金
中央区(2) 南16条西1丁目～12丁目,札幌センター1,月 木,20230919 20231017 20231114 20240507 20240604 20240702 20240730 20240827 20240924,20230905 20231003 20231031 20231128 20231226 20240130 20240227 20240326 20240423 20240521 20240618 20240716 20240813 20240910,水,20230912 20230926 20231010 20231024 20231107 20231121 20231205 20231219 20240109 20240123 20240206 20240220 20240305 20240319 20240402 20240416 20240430 20240514 20240528 20240611 20240625 20240709 20240723 20240806 20240820 20240903 20240917,金
中央区(2) 南17条西4丁目～15丁目,札幌センター1,月 木,20230919 20231017 20231114 20240507 20240604 20240702 20240730 20240827 20240924,20230905 20231003 20231031 20231128 20231226 20240130 20240227 20240326 20240423 20240521 20240618 20240716 20240813 20240910,水,20230912 20230926 20231010 20231024 20231107 20231121 20231205 20231219 20240109 20240123 20240206 20240220 20240305 20240319 20240402 20240416 20240430 20240514 20240528 20240611 20240625 20240709 20240723 20240806 20240820 20240903 20240917,金
中央区(2) 南17条西16・17丁目（南17条通の南側のみ）,札幌センター1,月 木,20230919 20231017 20231114 20240507 20240604 20240702 20240730 20240827 20240924,20230905 20231003 20231031 20231128 20231226 20240130 20240227 20240326 20240423 20240521 20240618 20240716 20240813 20240910,水,20230912 20230926 20231010 20231024 20231107 20231121 20231205 20231219 20240109 20240123 20240206 20240220 20240305 20240319 20240402 20240416 20240430 20240514 20240528 20240611 20240625 20240709 20240723 20240806 20240820 20240903 20240917,金
中央区(2) 南18条～30条の西○丁目,札幌センター1,月 木,20230919 20231017 20231114 20240507 20240604 20240702 20240730 20240827 20240924,20230905 20231003 20231031 20231128 20231226 20240130 20240227 20240326 20240423 20240521 20240618 20240716 20240813 20240910,水,20230912 20230926 20231010 20231024 20231107 20231121 20231205 20231219 20240109 20240123 20240206 20240220 20240305 20240319 20240402 20240416 20240430 20240514 20240528 20240611 20240625 20240709 20240723 20240806 20240820 20240903 20240917,金
中央区(3) 南3条西11丁目・12丁目（南3条通の南側のみ）,札幌センター1,月 木,20230922 20231020 20231117 20240510 20240607 20240705 20240802 20240830 20240927,20230908 20231006 20231103 20231201 20231229 20240202 20240301 20240329 20240426 20240524 20240621 20240719 20240816 20240913,火,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,水
中央区(3) 南4条西9丁目・10丁目（南4条通の南側のみ）,札幌センター1,月 木,20230922 20231020 20231117 20240510 20240607 20240705 20240802 20240830 20240927,20230908 20231006 20231103 20231201 20231229 20240202 20240301 20240329 20240426 20240524 20240621 20240719 20240816 20240913,火,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,水
中央区(3) 南4条西11丁目～27丁目,札幌センター1,月 木,20230922 20231020 20231117 20240510 20240607 20240705 20240802 20240830 20240927,20230908 20231006 20231103 20231201 20231229 20240202 20240301 20240329 20240426 20240524 20240621 20240719 20240816 20240913,火,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,水
中央区(3) 南5条～8条の西9丁目～27丁目,札幌センター1,月 木,20230922 20231020 20231117 20240510 20240607 20240705 20240802 20240830 20240927,20230908 20231006 20231103 20231201 20231229 20240202 20240301 20240329 20240426 20240524 20240621 20240719 20240816 20240913,火,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,水
中央区(3) 南7条西8丁目1024番地,札幌センター1,月 木,20230922 20231020 20231117 20240510 20240607 20240705 20240802 20240830 20240927,20230908 20231006 20231103 20231201 20231229 20240202 20240301 20240329 20240426 20240524 20240621 20240719 20240816 20240913,火,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,水
中央区(3) 南9条～16条の西13丁目～23丁目,札幌センター1,月 木,20230922 20231020 20231117 20240510 20240607 20240705 20240802 20240830 20240927,20230908 20231006 20231103 20231201 20231229 20240202 20240301 20240329 20240426 20240524 20240621 20240719 20240816 20240913,火,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,水
中央区(3) 南17条西16丁目・17丁目（南17条通の北側のみ）,札幌センター1,月 木,20230922 20231020 20231117 20240510 20240607 20240705 20240802 20240830 20240927,20230908 20231006 20231103 20231201 20231229 20240202 20240301 20240329 20240426 20240524 20240621 20240719 20240816 20240913,火,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,水
中央区(3) 南17条西18丁目,札幌センター1,月 木,20230922 20231020 20231117 20240510 20240607 20240705 20240802 20240830 20240927,20230908 20231006 20231103 20231201 20231229 20240202 20240301 20240329 20240426 20240524 20240621 20240719 20240816 20240913,火,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,水
中央区(3) 円山・双子山・界川・旭ヶ丘・伏見,札幌センター1,月 木,20230922 20231020 20231117 20240510 20240607 20240705 20240802 20240830 20240927,20230908 20231006 20231103 20231201 20231229 20240202 20240301 20240329 20240426 20240524 20240621 20240719 20240816 20240913,火,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,水
中央区(3) 円山西町（9丁目5番、6番のみ）,札幌センター1,月 木,20230922 20231020 20231117 20240510 20240607 20240705 20240802 20240830 20240927,20230908 20231006 20231103 20231201 20231229 20240202 20240301 20240329 20240426 20240524 20240621 20240719 20240816 20240913,火,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,水
中央区(4) 北1条西10丁目～19丁目（北1条通の北側のみ）,札幌センター1,金 火,20230918 20231016 20231113 20240506 20240603 20240701 20240729 20240826 20240923,20230904 20231002 20231030 20231127 20231225 20240129 20240226 20240325 20240422 20240520 20240617 20240715 20240812 20240909,水,20230911 20230925 20231009 20231023 20231106 20231120 20231204 20231218 20240108 20240122 20240205 20240219 20240304 20240318 20240401 20240415 20240429 20240513 20240527 20240610 20240624 20240708 20240722 20240805 20240819 20240902 20240916 20240930,木
中央区(4) 北2条西8丁目～19丁目,札幌センター1,金 火,20230918 20231016 20231113 20240506 20240603 20240701 20240729 20240826 20240923,20230904 20231002 20231030 20231127 20231225 20240129 20240226 20240325 20240422 20240520 20240617 20240715 20240812 20240909,水,20230911 20230925 20231009 20231023 20231106 20231120 20231204 20231218 20240108 20240122 20240205 20240219 20240304 20240318 20240401 20240415 20240429 20240513 20240527 20240610 20240624 20240708 20240722 20240805 20240819 20240902 20240916 20240930,木
中央区(4) 北3条・4条の西8丁目～20丁目,札幌センター1,金 火,20230918 20231016 20231113 20240506 20240603 20240701 20240729 20240826 20240923,20230904 20231002 20231030 20231127 20231225 20240129 20240226 20240325 20240422 20240520 20240617 20240715 20240812 20240909,水,20230911 20230925 20231009 20231023 20231106 20231120 20231204 20231218 20240108 20240122 20240205 20240219 20240304 20240318 20240401 20240415 20240429 20240513 20240527 20240610 20240624 20240708 20240722 20240805 20240819 20240902 20240916 20240930,木
中央区(4) 北5条～11条の西9丁目～20丁目,札幌センター1,金 火,20230918 20231016 20231113 20240506 20240603 20240701 20240729 20240826 20240923,20230904 20231002 20231030 20231127 20231225 20240129 20240226 20240325 20240422 20240520 20240617 20240715 20240812 20240909,水,20230911 20230925 20231009 20231023 20231106 20231120 20231204 20231218 20240108 20240122 20240205 20240219 20240304 20240318 20240401 20240415 20240429 20240513 20240527 20240610 20240624 20240708 20240722 20240805 20240819 20240902 20240916 20240930,木
中央区(4) 北12条～14条の西15丁目～19丁目,札幌センター1,金 火,20230918 20231016 20231113 20240506 20240603 20240701 20240729 20240826 20240923,20230904 20231002 20231030 20231127 20231225 20240129 20240226 20240325 20240422 20240520 20240617 20240715 20240812 20240909,水,20230911 20230925 20231009 20231023 20231106 20231120 20231204 20231218 20240108 20240122 20240205 20240219 20240304 20240318 20240401 20240415 20240429 20240513 20240527 20240610 20240624 20240708 20240722 20240805 20240819 20240902 20240916 20240930,木
中央区(4) 北15条～22条の西○丁目,札幌センター1,金 火,20230918 20231016 20231113 20240506 20240603 20240701 20240729 20240826 20240923,20230904 20231002 20231030 20231127 20231225 20240129 20240226 20240325 20240422 20240520 20240617 20240715 20240812 20240909,水,20230911 20230925 20231009 20231023 20231106 20231120 20231204 20231218 20240108 20240122 20240205 20240219 20240304 20240318 20240401 20240415 20240429 20240513 20240527 20240610 20240624 20240708 20240722 20240805 20240819 20240902 20240916 20240930,木
中央区(5) 大通西20丁目～28丁目,札幌センター1,金 火,20230921 20231019 20231116 20240509 20240606 20240704 20240801 20240829 20240926,20230907 20231005 20231102 20231130 20231228 20240201 20240229 20240328 20240425 20240523 20240620 20240718 20240815 20240912,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
中央区(5) 南1条～3条の西20丁目～28丁目,札幌センター1,金 火,20230921 20231019 20231116 20240509 20240606 20240704 20240801 20240829 20240926,20230907 20231005 20231102 20231130 20231228 20240201 20240229 20240328 20240425 20240523 20240620 20240718 20240815 20240912,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
中央区(5) 北1条・2条の西20丁目～28丁目,札幌センター1,金 火,20230921 20231019 20231116 20240509 20240606 20240704 20240801 20240829 20240926,20230907 20231005 20231102 20231130 20231228 20240201 20240229 20240328 20240425 20240523 20240620 20240718 20240815 20240912,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
中央区(5) 北3条～11条の西21丁目～30丁目,札幌センター1,金 火,20230921 20231019 20231116 20240509 20240606 20240704 20240801 20240829 20240926,20230907 20231005 20231102 20231130 20231228 20240201 20240229 20240328 20240425 20240523 20240620 20240718 20240815 20240912,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
中央区(5) 北12条西20丁目～23丁目,札幌センター1,金 火,20230921 20231019 20231116 20240509 20240606 20240704 20240801 20240829 20240926,20230907 20231005 20231102 20231130 20231228 20240201 20240229 20240328 20240425 20240523 20240620 20240718 20240815 20240912,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
中央区(5) 北14条西20丁目,札幌センター1,金 火,20230921 20231019 20231116 20240509 20240606 20240704 20240801 20240829 20240926,20230907 20231005 20231102 20231130 20231228 20240201 20240229 20240328 20240425 20240523 20240620 20240718 20240815 20240912,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
中央区(5) 宮の森・宮ヶ丘・盤渓,札幌センター1,金 火,20230921 20231019 20231116 20240509 20240606 20240704 20240801 20240829 20240926,20230907 20231005 20231102 20231130 20231228 20240201 20240229 20240328 20240425 20240523 20240620 20240718 20240815 20240912,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
中央区(5) 円山西町（9丁目5番、6番を除く）,札幌センター1,金 火,20230921 20231019 20231116 20240509 20240606 20240704 20240801 20240829 20240926,20230907 20231005 20231102 20231130 20231228 20240201 20240229 20240328 20240425 20240523 20240620 20240718 20240815 20240912,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
中央区(6) 大通西1丁目～19丁目,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
中央区(6) 大通東○丁目,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
中央区(6) 南○条東○丁目,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
中央区(6) 北○条東○丁目,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
中央区(6) 南1条・2条の西1丁目～19丁目,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
中央区(6) 南3条西1丁目～10丁目・13丁目～18丁目,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
中央区(6) 南3条西11丁目・12丁目（南3条通の北側のみ）,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
中央区(6) 南4条西1丁目～6丁目,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
中央区(6) 南4条西7丁目～10丁目（南4条通の北側のみ）,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
中央区(6) 南5条～8条の西1丁目～6丁目,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
中央区(6) 南9条西1丁目～3丁目,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
中央区(6) 南9条西4丁目～6丁目（南9条通の北側のみ）,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
中央区(6) 南10条～15条の西1丁目～3丁目,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
中央区(6) 北1条西1丁目～9丁目,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
中央区(6) 北1条西10丁目～19丁目（北1条通の南側のみ）,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
中央区(6) 北2条～4条の西1丁目～7丁目,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
中央区(6) 北5条西1丁目～8丁目,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
中央区(6) 中島公園,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
豊平区(1) 豊平○条○丁目,札幌センター1,金 火,20230918 20231016 20231113 20240506 20240603 20240701 20240729 20240826 20240923,20230904 20231002 20231030 20231127 20231225 20240129 20240226 20240325 20240422 20240520 20240617 20240715 20240812 20240909,水,20230911 20230925 20231009 20231023 20231106 20231120 20231204 20231218 20240108 20240122 20240205 20240219 20240304 20240318 20240401 20240415 20240429 20240513 20240527 20240610 20240624 20240708 20240722 20240805 20240819 20240902 20240916 20240930,木
豊平区(1) 旭町○丁目,札幌センター1,金 火,20230918 20231016 20231113 20240506 20240603 20240701 20240729 20240826 20240923,20230904 20231002 20231030 20231127 20231225 20240129 20240226 20240325 20240422 20240520 20240617 20240715 20240812 20240909,水,20230911 20230925 20231009 20231023 20231106 20231120 20231204 20231218 20240108 20240122 20240205 20240219 20240304 20240318 20240401 20240415 20240429 20240513 20240527 20240610 20240624 20240708 20240722 20240805 20240819 20240902 20240916 20240930,木
